Source,Target,Type,Year,Code
James W. Pellegrino,Experimental & Quantitative Psychology,Undirected,2012,10
James W. Pellegrino,Psychology,Undirected,2012,20
James W. Pellegrino,Liberal Arts and Sciences Distinguished,Undirected,2012,30
Paul Cobb,Mathematics Education,Undirected,2012,10
Paul Cobb,Mathematics,Undirected,2012,20
Paul Cobb,Math Education,Undirected,2012,30
Kara Jackson,Mathematics,Undirected,2012,0
Kara Jackson,Education,Undirected,2012,10
Kara Jackson,Education,Undirected,2012,20
Kara Jackson,Culture,Undirected,2012,20
Kara Jackson,Society,Undirected,2012,20
Kara Jackson,Learning Sciences & Human Development,Undirected,2012,30
Kara Jackson,Mathematics Education,Undirected,2012,30
Daniel T. Hickey ,Liberal Studies,Undirected,2012,10
Daniel T. Hickey ,Psychology,Undirected,2012,20
Daniel T. Hickey ,Learning Science,Undirected,2012,30
Steven J. Zuiker,Educational Psychology,Undirected,2012,0
Steven J. Zuiker,Psychology,Undirected,2012,10
Steven J. Zuiker,Learning Science,Undirected,2012,20
Steven J. Zuiker,Learning Science,Undirected,2012,30
Eysink Tessa H S,Instructional Technology,Undirected,2012,20
Eysink Tessa H S,Educational Science,Undirected,2012,10
Eysink Tessa H S,Psychology,Undirected,2012,0
Eysink Tessa H S,Instructional Technology,Undirected,2012,30
de Jong Ton,Cognitive/educational Psychology,Undirected,2012,0
de Jong Ton,Educational Science and Technology,Undirected,2012,10
de Jong Ton,Instructional Technology,Undirected,2012,20
de Jong Ton,Behavioral Sciences,Undirected,2012,30
Dor Abrahamson,Music Diploma ,Undirected,2012,0
Dor Abrahamson,Cognitive Psychology,Undirected,2012,10
Dor Abrahamson,Learning Sciences,Undirected,2012,20
Dor Abrahamson,Mathematics Learning and Teaching,Undirected,2012,30
